dwarka is also a dhaam among the chaar dhaams	द्वारका चार धामों में एक धाम भी है
tattekkad idukki is k away from kochi city	तट्टेक्काडु इडुक्कि कोच्चि नगर से किमी दूर है
situated between the two streams of the periyar river tattakkad is an island with an area of square k	तट्टेक्काडु पेरियार नदी की दो धाराओं के बीच में स्थित वर्ग किमी क्षेत्रफल वाला द्वीप है
besides several species of birds animals of types large trees nine types of reptiles etcetera are found in tattekadu	तट्टेक्काडु में पक्षियों की अनेक प्रजातियों के अतिरिक्त प्रकार पशु भीमाकार वृक्ष नौ प्रकार के सरीसृप आदि पाए जाते हैं
idukki wildlife sanctuary is situated at a height of metres above the sea level	इडुक्कि वन्यजीव अभ्यारण्य समुद्र तल से मीटर ऊँचाई पर स्थित है
idukki wildlife sanctuary is spread in an area of square k ms	इडुक्कि वन्यजीव अभ्यारण्य वर्ग किमी क्षेत्र में व्याप्त है
idukki wildlife sanctuary comes under the thodupuzha and udumpanchola tehsils	इडुक्कि वन्यजीव अभ्यारण्य तोडुपुष़ा और उडुम्बनचोला तहसीलों के अन्तर्गत आता है
idukki wildlife sanctuary is a forest area in the middle of periyar and cherutonipuzha	इडुक्कि वन्यजीव अभ्यारण्य पेरियार और चेरुतोणिप्पुष़ा के मध्य का वनप्रदेश है
periyar and chrutonipuzha forest area are evergreen woods in this area	पेरियार और चेरुतोणिप्पुष़ा वनप्रदेश इस क्षेत्र में सदाबहार वन हैं
animals like wild boar tiger etcetera live in periyar and cherutonipuzha	पेरियार और चेरुतोणिप्पुष़ा में जंगली सुअर व्याघ्र आदि पशु रहते हैं
cobra viper shining serpent mainah nightingale woodpecker sparrow etc are also found in this forest	नाग वाइपर दुबोइया चमकीला साँप मैना बुलबुल कठफोड़वा रामचिरैया आदि भी इस वन में पाये जाते हैं
idukki wildlife sanctuary is near the idukki dam	इडुक्कि वन्यजीव अभ्यारण्य इडुक्कि बाँध के निकट है
there is also a facility of boat travel from periyar	पेरियार से बोट यात्रा की भी व्यवस्था है
vandiperiyar is nature enriched region	वण्डिप्पेरियार प्रकृति समृद्ध प्रदेश है
farming of tea coffee black chilly etc are done in vandiperiyar	वण्डिप्पेरियार में चाय कॉफी कालीमिर्च आदि की खेती होती है
periyar river flows from the middle of vandiperiyar	वण्डिप्पेरियार के बीचोंबीच से पेरियार नदी बहती है
government agriculture parks and flower gardens are there in vandiperiyar	वण्डिप्पेरियार में सरकारी कृषिउद्यान एवं पुष्पोद्यान है
vandiperiyar hill is the center of fruitsflowers vegetables etc	वण्डिप्पेरियार पहाड़ी फलफूल कन्दमूल आदि का केन्द्र है
ramakkalmedu is tourist center with calm beautiful atmosphere and slow wind	प्रशांत सुन्दर वातावरण और मन्दमन्द हवा से युक्त भ्रमण केन्द्र है रामक्कल्मेडु
views of kambam bodi etcetera are seen at a distance from the hill	पहाड़ी पर से कम्बम बोडी इत्यादि दूर के दृश्य दिखलाई देते हैं
ramakkalmedu is situated k from idukki and k away from munnar	रामक्कल्मेडु इडुक्कि से किमी तथा मुन्नार से किमी दूर स्थित है
the buses go for ramakkalmedu in the morning at oclock from munnar oclock from kottayam and oclock from ernakulam	प्रातः बजे मुन्नार से बजे कोट्टयम से और बजे एर्णाकुलम से रामक्कल्मेडु के लिए बसें जाती हैं
the famous ayurveda center named sahyadri is in pallikkunnu	पल्लिक्कुन्नु में सह्याद्रि नामक प्रसिद्ध आयुर्वेद केन्द्र है
sahyadri ayurveda centre is under the peerumedu development committee	सह्याद्रि आयुर्वेद केन्द्र पीरुमेडु विकास समिति के अधीन है
there is a park of herbal vegetation near sahyadri ayurveda center where in essential medical herbs have been grown for medicine	सह्याद्रि आयुर्वेद केन्द्र के पास औषधीय वनस्पतियों का एक उद्यान है जिसमें चिकित्सा के लिए आवश्यक जड़ीबूटियाँ उगाई गई हैं
besides the treatment of different diseases in sahyadri herbal center welfare treatment i health improvement treatment has also been arranged	सह्याद्रि आयुर्वेद केन्द्र में विभिन्न रोगों की चिकित्सा के अतिरिक्त सुख चिकित्सा अर्थात् स्वास्थ्य वर्धन चिकित्सा की भी व्यवस्था की गई है
kerala can be proud of periyar wildlife sanctuary	केरल पेरियार वन्यजीव अभ्यारण्य पर गर्व कर सकता है
periyar wildlife sanctuary is situated on the shore of periyar lake	पेरियार वन्यजीव अभ्यारण्य पेरियार सरोवर के तट पर बसा है
this region of periyar wildlife sanctuary situated on the western coast is rich with unique greenery	पश्चिमी घाट पर स्थित पेरियार वन्यजीव अभ्यारण्य का यह भूभाग अद्भुत हरितिमा से युक्त है
animals like elephant deer tiger short tailed monkey etc are found here	यहाँ हाथी हरिण बाघ लघु पुच्छ वानर आदि जीव जन्तु पाए जाते हैं
hordes of elephant grazing in the dense grass fields of the shore are seen while boating on the river	यहाँ नदी पर नौका विहार करते समय तट के घने घास के मैदानों में चरते हाथी के झुण्ड दिखाई देते हैं
we can reach the shila temple mangla devi temple situated at the center of the forest by trekking in thekkady forest	तेक्कडि वन में ट्रेकिंग के द्वारा जंगल के बीचोंबीच स्थित शिला मंदिर मंगला देवी मंदिर में पहुँच सकते हैं
thekkady is the most appropriate place to capture the pictures of wild elephants	जँगली हाथियों का फोटो उतारने के लिए तेक्कडि सबसे उपयुक्त स्थान है
two institutions in thekkady provide the lodging facility tiruvitankur kings summer bungalow of the lake palace and aranyanivas	तेक्कडि में दो संस्थाएँ सरोवर के तट पर ठहरने की सुविधा प्रदान करती हैं तिरुवितांकूर नरेशों का ग्रीष्मकालीन बंगला लेक पैलस और अरण्यनिवास
the lake palace is in a small island on the shore of aranyanivas lake	लेक पैलस अरण्यनिवास सरोवर के तट पर एक छोटे से द्वीप में है
now both are under the ownership of k	दोनों अब केटीडीसी के स्वामित्व में है
the mountainous place of trishanku mala is very charming	त्रिशंकु मला का पर्वतीय स्थान अत्यन्त रमणीय है
an enchanting charm is spread in trishanku mala	त्रिशंकु मला में मंत्रमुग्ध करने वाली सुषमा बिखरी है
viewing sunset from the top of hills in trishanku mala equals viewing the beauty directly	त्रिशंकु मला में पहाड़ियों के ऊपर से सूर्यास्त का दर्शन करना साक्षात् सौन्दर्य के दर्शन करने के समान है
but it needs courage to look down from the trishanku mala	किन्तु त्रिशंकु मला से नीचे देखने के लिए हिम्मत चाहिए
while enjoying the silky touch of the slow wind in trishanku mala it would be an indescribable experience to pass touring the forest areas	त्रिशंकु मला में मन्दमन्द झोंको के रेशम से स्पर्श का आनन्द उठाते हुए वन प्रदेशों के बीच भ्रमण करते हुए गुजरना अनिर्वचनीय अनुभव होगा
trishanku mala is located at a distance of k from peerumedu and half k from kuttikkanam	त्रिशंकु मला पीरुमेडु से किमी और कुट्टिक्कानम से आधा किमी की दूरी पर स्थित है
it is said that this hill became famous with the name of peerumala after the name of a sufi saint named peer muhammad	कहा जाता हैं कि पीरु मुहम्मद नामक सूफ़ी संत के नाम पर यह पहाड़ी पीरुमला नाम से प्रसिद्ध हो गई
this is a favorite place of the nomadics and trekking lovers	यह यायावरों और ट्रेकिंगशौकीनों का प्रिय स्थान है
kilimanoor palace is k away from thiruvananthapuram railway station	तिरुवनन्तपुरम रेलवे स्टेशन से किलिमानूर राजमहल किमी दूर है
from the thiruvananthapuram airport kilimanoor palace is k away	तिरुवनन्तपुरम अन्तर्राष्ट्रीय हवाई से किलिमानूर राजमहल अड्डा किमी दूर है
peerumala sufi mausoleum deewan bhawan the summer palatial mansion of the member of royal family are the things worth seeing	पीरुमला सूफ़ी मक़बरा दीवान भवन राज परिवार के सदस्यों का ग्रीष्मकालीन प्रासाद आदि देखने योग्य चीज़ें हैं
peerumala is k away from peerumedu and one k away from kuttikkanam	पीरुमला पीरुमेडु से किमी और कुट्टिक्कानम से एक किमी की दूरी पर है
peerumala is k away from kottayam railway station	पीरुमला कोट्टयम रेलवे स्टेशन से किमी दूर है
kochi international airport the nearest airport of peerumala is k away	पीरुमला का निकटतम एयरपोर्ट कोच्चि अन्तर्राष्ट्रीय हवाई अड्डा किमी दूर है
innumerous stories about vagaman are popular	वागामण् के बारे में असंख्य किस्सेकहानियाँ प्रचलित हैं
the matchless beauty of vagaman gives relish to both the eyes and the ears	वागामण् क्षेत्र का अनुपम सौन्दर्य आँखकान दोनों को रसास्वादन देता है
it appears that the glimpses of secret beauty has inadvertently appeared on the hills covering itself in greens	ऐसा प्रतीत होता है कि हरियाली ओढ़ कर लेटी पहाड़ियों पर निगूढ़ सौन्दर्य की झलकियाँ अनायास प्रकट हो गई है
the beauty of this region unveils gradually before the visitors of this greenery standing in vagaman	वागामण् में खड़े होकर इस हरिताभा का दर्शन करने वाले के समक्ष इस प्रदेश के सौन्दर्य का शनैशनै अनावरण होता है
there are such hills around vagaman where the tomb of muslim thangal the temple of hindu murugan christian church identified as cruce hill exist	वागामण के पास ऐसी पहाड़ियाँ हैं जहाँ मुस्लिम तंगल का मकबरा है हिन्दू मुरुकन का मंदिर है क्रूस पहाड़ नाम से पहचाना जाने वाला ईसाई गिरजा घर है
there is pine forest at the slopes in vagaman	वागामण् में ढलान पर चीड़ का वन है
the dairy farm under the church is also worth visiting	चर्च के अन्तर्गत डेयरी फार्म भी दर्शनीय है
vagaman is k away from peerumedu one can go to vagaman by bus	वागामण् पीरुमेडु से किमी है वागामण् बस से जा सकते हैं
kottayam the nearest railway station of vagaman is an a distance of k	वागामण् का निकटतम रेलवे स्टेशन कोट्टयम किमी की दूरी पर है
kochhi international airport the nearest airport of vagaman is at a distance of k	वागामण् का निकटतम एयरपोर्ट कोच्चि अन्तर्राष्ट्रीय हवाई अड्डा किमी की दूरी पर है
vattavada is a village located k east of munnar	मुन्नार से किमी पूर्व में स्थित वट्टावडा एक ग्राम है
vattavada is popular for its natural beauty and calm atmosphere	वट्टावडा अपने प्राकृतिक सौन्दर्य एवं शांत वातावरण के लिए प्रसिद्ध है
different places of tourist attractions in vattavada have not yet come forward completely	वट्टावडा में पर्यटकों को आकर्षित करने वाले विभिन्न स्थान अभी तक पूरी तरह सामने नहीं आए हैं
vattavada is worth visiting due to its vegetation parks in the same fashion as is munnar beautiful due to the tea gardens	जिस तरह मुन्नार चाय के बगानों के कारण मनोहर है उसी तरह वट्टावडा अपने वनस्पति उद्यानों के कारण दर्शनीय हैं
vattavada is also situated feet above the sea level still there is no unbearable cold in vattavada during winter days	वट्टावडा समुद्र तल से फीट की ऊँचाई पर स्थित भी है फिर वट्टावडा में जाड़े के दिनों में भी असह्य ठंड नहीं होती है
vegetables are farmed in vattavada after leveling the ascents of mountain	वट्टावडा में पहाड़ की चढ़ाइयों को समतल बनाकर साग सब्जियों की खेती की जाती है
different kinds of butterflies and birds are found in vattavada	वट्टावडा में विभिन्न प्रकार की तितलियाँ और पक्षी मिलते हैं
the journey to kodaikanal top station mattuppetti kantallur meesapulimala can only be done from vattavada	वट्टावडा से ही कोडाईकेनाल टोप स्टेशन माट्टुप्पेट्टि कान्तल्लूर मीशप्पुलिमला तक की वन यात्रा की जा सकती है
for this the journey can also be done by jeep or motorcycle	इसके लिए जीप या मोटर साइकिल से भी यात्ना की जा सकती है
services of private agencies are also available for erecting tent in vattavada and the jungle	वट्टावडा तथा जंगल में तम्बू लगाने के लिए प्राइवेट एजेन्सियों की सेवाएँ उपलब्ध हैं
vattavada is k far from munnar by road	वट्टावडा मुन्नार सड़क से किमी दूर है
the nearest railway station ernakulam junction is k away from vattavada	वट्टावडा से किमी दूर निकटतम रेलवे स्टेशन एरणाकुलम जंक्शन है
kochi international airport is k away from vattavada	कोच्चि अन्तर्राष्ट्रीय हवाई अड्डा वट्टावडा से किमी दूर है
aralam is a wildlife sanctuary	आरळम वन्यजीव अभ्यारण्य है
aralam is spread in an expanse of square k on the slopes of sahyadri	आरळम सह्याद्रि की ढलान पर वर्ग किमी विस्तार में फैला हुआ है
deer elephants bisons wild boars etcetera roam commonly in aralam	आरळम में हीरण हाथी बाइसन जंगली सुअर आदि सामान्य रूप से विचरते हैं
leopard wild cat and different types of squirrels etcetera can be seen sometimes	चीता जंगली बिल्ली तथा विभिन्न तरह की गिलहरियाँ आदि कभीकभार दिखाई पड़ सकती हैं
spread in hectares aralam farm is located near it	हेक्टेयर विस्तृत आरलम फार्म इसके करीब स्थित है
aralam is situated k away from thalassery and k away from kannur	आरलम तलश्शेरी से किमी और कण्णूर टाउन से किमी स्थित है
thalassery is the nearest railway station from aralam	आरलम से निकटतम रेलवे स्टेशन तलश्शेरी है
the nearest airport from aralam karipur international airport is k away from thalassery	आरलम से निकटतम एयरपोर्ट करिप्पूर हवाई अड्डा तलश्शेरी से किमी है
the lake known as kavvayi in this part of north kerala spreads matchless grandeur	उत्तरी केरल के इस भाग में कव्वायि नाम से जानी जाने वाली झील अनुपम शोभा बिखेरती है
canals like kavvayi and kankol vannathichal kuppithodu kuniyan etcetera form into lake	कव्वायि और कांकोल वण्णात्तिच्चाल कुप्पित्तोडु कुनियन आदि नहरें झील का रूप ग्रहण करती हैं
kavvayi lake is square k long	कव्वायि झील वर्ग किमी लम्बी है
for complete enjoyment of the beauty of the lake travel should be done by boat in the kottikottapuram way	झील के सौन्दर्य के परिपूर्ण आनन्द के लिए कोट्टिकोट्टप्पुरम मार्ग में नौका द्वारा यात्रा की जानी चाहिए
nearest to the kavvayi lake the payyannur railway station is k away	कव्वायि झील से निकटतम पय्यन्नूर रेलवे स्टेशन किमी दूर है
karipur international airport kannur is the nearest airport of kavvayi lake at a distance of k	किमी स्थित कव्वायि झील का निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा कण्णूर है
sheltered in pazhayangadi of kannur madayipara is rich with biodiversity and historical tradition	कण्णूर के पष़यंगाडि में बसा माडायिप्पारा जैवविविधता एवं ऐतिहासिक परम्परा से समृद्ध है
ezhimala was the capital of kolattunad kings	एष़िमला कोलत्तुनाड राजाओं की राजधानी थी
coronation of kolattunad kings used to complete in madayipara from th century till th century	वीं शताब्दी से वीं शताब्दी तक कोलत्तुनाडु नरेशों का अभिषेक माडायिप्पारा में ही सम्पन्न होता था
the ruins of the old castle is in the southern valleys of the hill	पहाड़ी की दक्षिणी घाटियों में पुराने किले का खण्डहर है
a pond is here which has the shape of long handled mirror	यहाँ एक तालाब है जो लम्बी हत्थी वाले दर्पण की आकृति का है
it is said that the construction of the pond was got done by the jews	कहते हैं माडायिप्पारा के तालाब का निर्माण यहूदियों ने कराया था
other attractions of madayipara are the shaivite temple the pond of the temple spread over an acre and madayi kavu the sacred place in the dense forests	माडायिप्पारा के अन्य आकर्षण हैं शैव मंदिर एक एकड़ में विस्तृत मंदिर का तालाब और माडायिक्कावु घने जंगलों में पवित्र स्थान
the organization of madayipuram festival is related to madayi kavu	माडायिप्पूरम उत्सव का आयोजन माडायिक्कावु से सम्बद्ध है
other attractions of this hill are fruits and flowers of different species tubers of species hundreds of the herb species meat eater vegetations birds of different species etcetera	इस पहाड़ी के अन्य आकर्षण हैं विभिन्न प्रजातियों के फल और फूल प्रजातियों के मूलकन्द जड़ीबूटियों की सैकड़ों प्रजातियाँ मांस भोजी वनस्पतियाँ भिन्न प्रजातियों के पक्षी आदि
the biggest butterflies of the world atlas butterflies use to come to madayipara for getting hospitality	दुनिया की सबसे बड़ी तितली अट्लस तितली भी माडायिप्पारा में आतिथ्य पाने आया करती हैं
considering the historical and zoological specialties of madayipara area the state government has prepared special plans for their conservation	माडायिप्पारा क्षेत्र की ऐतिहासिक एवं जैव वैज्ञानिक विशेषताओं को ध्यान में रखते हुए राज्य सरकार ने इनके संरक्षण के लिए विशेष योजनाएँ तैयार की हैं
the nearest railway station of madayipara pazhayangadi is at a distance of k	माडायिप्पारा से निकटतम रेलवे स्टेशन पष़यंगाडि किमी की दूरी पर है
the nearest airport from madayipara karipur international airport is at a distance of k	माडायिप्पारा से निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा किमी की दूरी पर है
malayala kalagramam is a training center for artists	मलयाल कलाग्रामम कलाकारों के लिए एक प्रशिक्षणालय है
the opportunity to learn several arts and to practice them is provided in malayala kalagramam	मलयाल कलाग्रामम में अनेक कलाएँ सीखने तथा उनका अभ्यास करने का अवसर प्रदान किया जाता है
full time training is provided in picture drawing sculpture song dance ceramics etc at malayala kalagramam	मलयाल कलाग्रामम में चित्र रचना शिल्प कला संगीत नृत्य चिकनी मिट्टी से बर्तन बनाने की कला आदि में पूर्णकालिक प्रशिक्षण दिया जाता है
the classes of yoga and sanskrit etc are also run in malayala kalagramam	मलयाल कलाग्रामम में योग और संस्कृत आदि की कक्षाएँ भी चलाई जाती हैं
seminars on the subjects of the culture and history of kerala are organized in malayala kalagramam	मलयाल कलाग्रामम में केरल की संस्कृति एवं इतिहास विषयों पर संगोष्ठियाँ आयोजित की जाती हैं
the library of kalagramam is excellent	कलाग्रामम का ग्रन्थालय उत्तम है
spending a day with the teacher and the students of malayala kalagramam gives a new experience	मलयाल कलाग्रामम के अध्यापक तथा विद्यार्थियों के साथ एक दिन व्यतीत करना एक नया अनुभव देता है
malayala kalagramam new mahi is situated at a distance of k from kannur	मलयाल कलाग्रामम न्यू माही कण्णूर से किमी की दूरी पर स्थित है
mahi is the nearest railway station of malayala kalagramam	मलयाल कलाग्रामम से निकटतम रेलवे स्टेशन माही है
the nearest airport karipur international airport is at a distance of k from malayala kalagramam	मलयाल कलाग्रामम से निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा किमी की दूरी पर है
kanimangalam is famous for sculptures and the lamps made of brass	कणिमंगलम पीतल से बने शिल्पों और दीपों के लिए प्रसिद्ध है
kanimangalam is near payyannur	कणिमंगलम पय्यन्नूर के पास है
muzhappilangad beach is one of the unique drivein coasts of kerala	मुष़प्पिलंगाडु बीच केरल के अनुपम ड्राइव इन समुद्रतटों में एक है
the feeling of journey by a vehicle on the coast of about k long muzhappilangad beach is extraordinary	लगभग किमी लम्बे मुष़प्पिलंगाडु बीच के समुद्र तट पर वाहन द्वारा यात्रा करने की अनुभूति विलक्षणीय है
several gigantic rocks are standing stopping the encroachment of high waves of the sea at muzhappilangad beach	मुष़प्पिलंगाडु बीच पर समुद्र की उत्ताल तरंगों के अतिक्रमण को रोकते हुए कई विशाल चट्टानें खड़ी हैं
many natural pools have formed due to these rocks	इन चट्टानों के कारण अनेक नैसर्गिक कुण्ड बन गए
that is why muzhappilangad beach is considered as the heaven of the swimmers	यही कारण है कि मुष़प्पिलंगाडु बीच तैराकियों का स्वर्ग माना जाता है
the coconut trees standing parallel to the coast cast shadow on the coast	तट के समानांतर खड़े नारियल के पेड़ तट पर छाया प्रदान करते हैं
muzhappilangad beach is k far from kannur and k away from thalassery	मुष़प्पिलंगाडु बीच कण्णूर से किमी तथा तलश्शेरी से किमी की दूरी पर है
kannur the nearest railway station of muzhappilangad beach is k away	मुष़प्पिलंगाडु बीच का निकटतम रेलवे स्टेशन कण्णूर किमी दूर है
mangalore the nearest airport of muzhappilangad beach is k away while karipur international airport is k away	मुष़प्पिलंगाडु बीच से निकटतम एयरपोर्ट मंगलूर किमी दूर है जबकि करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा किमी दूर है
payyambalam seacoast is appropriate for spending evening with calm	पय्यांबलम समुद्रतट स्थान शान्तिपूर्वक संध्या बिताने के लिए उपयुक्त है
till some time ago payyambalam seabank was the center of picnic for the local public	कुछ समय पहले तक पय्यांबलम समुद्रतट स्थानीय लोगों के पिकनिक का केन्द्र था
gradually the arrival of tourists on payyambalam seabank is increasing	धीरेधीरे पय्यांबलम समुद्रतट पर पर्यटकों का आगमन बढ़ता जा रहा है
kannur the nearest railway station from payyambalam seacoast is at a distance of k	पय्यांबलम समुद्रतट से निकटतम रेलवे स्टेशन कण्णूर किमी की दूरी पर स्थित है
the nearest airport from payyambalam the karipur international airport is at a distance of k	पय्यांबलम समुद्रतट से निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा किमी दूर है
built by portuguese viceroy francisco de almeida in	पुर्तगाली वाइसराय फ्रान्सिस्को डी अल्मेड द्वारा में बनवाया गया
the fort made of red stones is in triangular shape	लाल पत्थरों से बना यह किला त्रिकोणात्मक आकृति का है
the dutch had captured the saint angelo fort in and sold to ali king of kannur	सन् में सैंट आंचलो किले पर डचों ने कब्जा कर लिया था और कण्णूर के अली राजा को बेच दिया था
in the british took saint angelo fort under their own dominion and made it the main center of the malabar soldiers	सन् में ब्रिटिशों ने सैंट आंचलो किला अपने अधीन कर लिया और मालाबार के सैनिकों का प्रमुख केन्द्र बना लिया
today the st angelo fort is a conserved monument under the department of archaeology	आज सैंट आंचलो किला पुरातत्व विभाग के अन्तर्गत संरक्षित स्मारक है
a sea wall has been built outside the st angelo fort	सैंट आंचलो किले के बाहर समुद्री भित्ति बनाई गई है
the sea wall saves st angelo fort from the beatings of the waves	समुद्री भित्ति सैंट आंचलो किले को लहरों की मार से बचाती है
mappila bay fish collection harbor dharmadam island etcetera can be seen while standing at the st angelo fort	सैंट आंचलो किले पर खड़े होकर माप्पिला बे मत्स्य संग्रहण बन्दरगाह धर्मडम द्वीप आदि देखे जा सकते हैं
mappila bay harbour is a boon of nature	मॉप्पिला बे बन्दरगाह प्रकृति का वरदान है
mappila bay harbour has been modernized under the indonorwegian project	मॉप्पिला बे बन्दरगाह का इन्डो नोरवीजियन परियोजना के अन्तर्गत आधुनिकीकरण हुआ है
dharmdam island whose expanse is acre is only metre away from seashore	धर्मडम द्वीप जिसका विस्तार एकड़ है समुद्र तट से केवल मीटर दूर है
kannur the nearest railway station from st angelo fort is at a distance of k	सैंट आंचलो किला से निकटतम रेलवे स्टेशन कण्णूर किमी की दूरी पर है
the nearest airport from saint angelo karipur international airport is k away	सैंट आंचलो किला से निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा किमी दूर है
thalassery has gained special place in the history of kerala	तलश्शेरी का केरल के इतिहास में विशेष स्थान प्राप्त है
continuous connection with overseas commercial tradition mature cricket tradition the tradition of circus etcetera are included among the prosperous heritages of thalassery	तलश्शेरी की समृद्ध विरासतों में विदेशों से रहे निरंतर संपर्क व्यापारिक परंपरा प्रौढ क्रिकेट परंपरा सर्कस की परंपरा आदि शामिल हैं
the portuguese and the dutch had tried to capture thalassery	पुर्तगालियों और डचों ने तलश्शेरी पर अधिकार जमाने की चेष्टा की थी
the british army chief arthur miller who had come to capture the pazhassi king stayed in thalassery for a long time	ब्रिटिश सेनापति आर्थर मिल्लर जो पष़श्शि राजा को अधीन करने आया था तलश्शेरी में लम्बे समय तक रहा
it was arthur millar who introduced cricket to thalassery	आर्थर मिल्लर ने ही तलश्शेरी को क्रिकेट के खेल को परिचित करवाया
gradually the local public learned the game from the british soldiers	धीरेधीरे स्थानीय लोगों ने ब्रिटिश सैनिकों से यह खेल सीखा
big families like musa mampalli etcetera encouraged cricket	मूसा मांपळ्ळि आदि बड़ेबड़े परिवारों ने क्रिकेट को प्रोत्साहन दिया
there was also a time when cricket clubs used to come to play from britain and sri lanka in thalassery	एक ऐसा समय भी था जब तलश्शेरी में ब्रिटेन और श्रीलंका से खेलने के लिए क्रिकेट क्लब आते थे
thus thalassery could be given a place among those leading places where the cricket game was organized first	इस प्रकार तलश्शेरी को उन स्थानों में अग्रगणनीय स्थान दिया जा सकता है जहाँ क्रिकेट खेल का आयोजन सर्वप्रथम हुआ था
thalassery has an important contribution in the tradition of circus also	सर्कस परंपरा में भी तलश्शेरी का महत्वपूर्ण योगदान है
the circus artists of thalassery have earned fame at the international level by presenting the best presentation	तलश्शेरी के सर्कस कलाकारों ने सर्वोत्तम प्रदर्शन प्रस्तुत कर अंन्तर्राष्ट्रीय स्तर पर यश अर्जित किया
among the important circus stars of india udati bijali is a child of thalassery	भारत के महत्वपूर्ण सर्कस सितारों में एक उड़ती बिजली तलश्शेरी की संतान हैं
the people of thalassery are experts in preparing sweets and experimenting with new sweets	मिठाइयाँ बनाने और नईनई मिठाइयों का प्रयोग कर देखने में तलश्शेरी के लोग सिद्धहस्त हैं
mampalli is prominent bakery family of kerala	केरल के प्रमुख बेकरी परिवार मांपळ्ळि है
bakery family has years of experience in the field of bakery	बेकरी परिवार का बेकरी क्षेत्र में वर्ष का अनुभव है
mampalli family started a new revolution by establishing bakeries from one corner to the other corner of kerala	मांपळ्ळि परिवार ने केरल के एक कोने से दूसरे कोने तक बेकरी की स्थापना करके एक नई क्रान्ति चलाई
bakeries of mampalli are standing with grandeur at some places of kerala even today	आज भी केरल में कुछ स्थानों पर मांपळ्ळि वालों की बेकरियाँ शान से खड़ी हैं
the logan street of thalassery is another attraction	तलश्शेरी की लोगन स्ट्रीट गली एक अन्य आकर्षण है
this place is famous for sweets noodles clothes and biryani	यह स्थान मिठाइयाँ सेवईयाँ कपड़े और बिरियानी के लिए प्रसिद्ध है
the paris hotel situated in logan street is famous for biryani	लोगन स्ट्रीट में स्थित पैरिस होटल बिरियानी के लिए मशहूर है
other attractions of thalassery are year old brannan college the residence of herman gundert which is known as illikkunu bungalow and thalassery fort etc	तलश्शेरी के दूसरे आकर्षण हैं वर्ष पुराना ब्रन्नन कॉलेज हेरमन गुण्डेर्ट का निवासस्थान जो इल्लिक्कुन्नु बँगला नाम से जाना जाता है तथा तलश्शेरी किला आदि
the seacoast of north goa beginning from fort aguada is about k long	फोर्ट अगॉडा से शुरू होने वाला नॉर्थ गोवा का समुद्र तट लगभग किमी लंबा है
there is a railway station in thalassery	तलश्शेरी में एक रेलवे स्टेशन है
the nearest airport from thalassery is karipur international airport	तलश्शेरी से निकटतम एयरपोर्ट करिप्पूर अन्तर्राष्ट्रीय हवाई अड्डा है
todikkulam shaiva temple is very old	तोडिक्कुळम शैव मंदिर अत्यंत पुराना है
according to some people the four cornered two storey temple of todikkulam is two thousand years old	कुछ लोगों के अनुसार तोडिक्कुळम का दुमंजिला चौकोना मंदिर दो हज़ार वर्ष पुराना है
special wall picture is characteristic of this temple	विशिष्ट भित्तिचित्र इस मंदिर की विशेषता है
there are about wall paintings drawn in lines on a width of square metres on the walls of the cella in todikkulam	तोडिक्कुळम में श्रीमंदिर गर्भगृह की दीवारों पर पंक्तियों में वर्ग चौड़ाई पर चित्रित लगभग भित्तिचित्र हैं
